text,x0,x1,top,doctop,bottom,upright,height,width,direction,page
E.02,1859.25504,1868.0246940000002,432.34085849999974,25344.3408585,438.2823585000001,True,5.94150000000036,8.769654000000173,ltr,23
(VID),1869.510069,1878.7253355,432.34085849999974,25344.3408585,438.2823585000001,True,5.94150000000036,9.215266500000098,ltr,23
RJ45,1894.38,1904.8251570000002,432.34085849999974,25344.3408585,438.2823585000001,True,5.94150000000036,10.445157000000108,ltr,23
LAN,1931.8200000000002,1940.0489775,432.4008584999997,25344.4008585,438.34235850000005,True,5.94150000000036,8.228977499999928,ltr,23
20,1941.5343525,1946.8579365000003,432.4008584999997,25344.4008585,438.34235850000005,True,5.94150000000036,5.32358400000021,ltr,23
(POE+),1948.3433115000003,1961.8721070000001,432.4008584999997,25344.4008585,438.34235850000005,True,5.94150000000036,13.528795499999887,ltr,23
RJ45,1988.94,1999.3851570000002,432.34085849999974,25344.3408585,438.2823585000001,True,5.94150000000036,10.445157000000108,ltr,23
PHX,2189.4,2197.6170945,432.4008584999997,25344.4008585,438.34235850000005,True,5.94150000000036,8.217094499999803,ltr,23
-,2199.1024695,2200.082817,432.4008584999997,25344.4008585,438.34235850000005,True,5.94150000000036,0.9803474999998798,ltr,23
COM,2201.568192,2211.26472,432.4008584999997,25344.4008585,438.34235850000005,True,5.94150000000036,9.696527999999944,ltr,23
2,2212.750095,2215.4118869999998,432.4008584999997,25344.4008585,438.34235850000005,True,5.94150000000036,2.6617919999998776,ltr,23
CLIENT,913.56,927.8374244999999,437.74085849999983,25349.7408585,443.6823585000002,True,5.94150000000036,14.277424499999938,ltr,23
LAN,929.3227995,937.551777,437.74085849999983,25349.7408585,443.6823585000002,True,5.94150000000036,8.228977500000042,ltr,23
(POE),939.037152,949.9041555,437.74085849999983,25349.7408585,443.6823585000002,True,5.94150000000036,10.86700350000001,ltr,23
RJ45,976.3200000000002,986.7651570000002,437.74085849999983,25349.7408585,443.6823585000002,True,5.94150000000036,10.445156999999995,ltr,23
LAN,1018.56,1026.7889774999999,437.8008584999998,25349.8008585,443.74235850000014,True,5.94150000000036,8.228977499999928,ltr,23
(POE),1028.2743524999998,1039.1413559999999,437.8008584999998,25349.8008585,443.74235850000014,True,5.94150000000036,10.86700350000001,ltr,23
RJ45,1070.94,1081.3851570000002,437.74085849999983,25349.7408585,443.6823585000002,True,5.94150000000036,10.445157000000108,ltr,23
NVX-E20-2G,1777.5,1801.170936,443.1408584999999,25355.1408585,449.0823585000003,True,5.94150000000036,23.670935999999983,ltr,23
/,1802.656311,1804.9081395,443.1408584999999,25355.1408585,449.0823585000003,True,5.94150000000036,2.2518285000001015,ltr,23
LARGE,1806.3935145,1819.9639005,443.1408584999999,25355.1408585,449.0823585000003,True,5.94150000000036,13.570385999999871,ltr,23
TR,1821.4492755,1826.7966255000001,443.1408584999999,25355.1408585,449.0823585000003,True,5.94150000000036,5.347350000000006,ltr,23
WALL,1828.2820005,1839.755037,443.1408584999999,25355.1408585,449.0823585000003,True,5.94150000000036,11.473036499999807,ltr,23
PLATE,1841.240412,1854.0324615,443.1408584999999,25355.1408585,449.0823585000003,True,5.94150000000036,12.792049499999848,ltr,23
/,1855.5178365,1857.769665,443.1408584999999,25355.1408585,449.0823585000003,True,5.94150000000036,2.2518285000001015,ltr,23
E.03,1859.25504,1868.0246940000002,443.1408584999999,25355.1408585,449.0823585000003,True,5.94150000000036,8.769654000000173,ltr,23
(VID),1869.510069,1878.7253355,443.1408584999999,25355.1408585,449.0823585000003,True,5.94150000000036,9.215266500000098,ltr,23
RJ45,1894.38,1904.8251570000002,443.1408584999999,25355.1408585,449.0823585000003,True,5.94150000000036,10.445157000000108,ltr,23
LAN,1931.8200000000002,1940.0489775,443.20085849999987,25355.2008585,449.1423585000002,True,5.94150000000036,8.228977499999928,ltr,23
21,1941.5343525,1946.8579365000003,443.20085849999987,25355.2008585,449.1423585000002,True,5.94150000000036,5.32358400000021,ltr,23
(POE+),1948.3433115000003,1961.8721070000001,443.20085849999987,25355.2008585,449.1423585000002,True,5.94150000000036,13.528795499999887,ltr,23
RJ45,1988.94,1999.3851570000002,443.1408584999999,25355.1408585,449.0823585000003,True,5.94150000000036,10.445157000000108,ltr,23
PWR,2110.38,2119.8269849999997,443.20085849999987,25355.2008585,449.1423585000002,True,5.94150000000036,9.446984999999586,ltr,23
-,2121.31236,2122.2927075,443.20085849999987,25355.2008585,449.1423585000002,True,5.94150000000036,0.9803474999998798,ltr,23
DC,2123.7780825,2129.6126355,443.20085849999987,25355.2008585,449.1423585000002,True,5.94150000000036,5.834553000000142,ltr,23
PLUG,2131.0980105000003,2142.0422535000002,443.20085849999987,25355.2008585,449.1423585000002,True,5.94150000000036,10.944242999999915,ltr,23
PHX,2189.4,2197.6170945,443.20085849999987,25355.2008585,449.1423585000002,True,5.94150000000036,8.217094499999803,ltr,23
-,2199.1024695,2200.082817,443.20085849999987,25355.2008585,449.1423585000002,True,5.94150000000036,0.9803474999998798,ltr,23
COM,2201.568192,2211.26472,443.20085849999987,25355.2008585,449.1423585000002,True,5.94150000000036,9.696527999999944,ltr,23
3,2212.750095,2215.4118869999998,443.20085849999987,25355.2008585,449.1423585000002,True,5.94150000000036,2.6617919999998776,ltr,23
OFE,958.6800000000003,969.4719972000003,447.5302179,25359.5302179,455.6323179000001,True,8.102100000000064,10.791997199999969,ltr,23
INPUT,995.7000000000003,1007.7968940000003,448.5408585,25360.5408585,454.4823585000004,True,5.94150000000036,12.09689400000002,ltr,23
OUTPUT,1047.6,1064.0638964999998,448.60085849999996,25360.6008585,454.5423585000003,True,5.94150000000036,16.46389649999992,ltr,23
NVX-E30,1774.8,1791.7986315,453.9408585000001,25365.9408585,459.88235850000046,True,5.94150000000036,16.9986315000001,ltr,23
/,1793.2840065,1795.5358350000001,453.9408585000001,25365.9408585,459.88235850000046,True,5.94150000000036,2.2518285000001015,ltr,23
SMALL,1797.0212099999999,1810.9896764999999,453.9408585000001,25365.9408585,459.88235850000046,True,5.94150000000036,13.968466499999977,ltr,23
TR,1812.4750515,1817.8224015,453.9408585000001,25365.9408585,459.88235850000046,True,5.94150000000036,5.347350000000006,ltr,23
ROOMKIT,1819.3077765,1838.2611614999998,453.9408585000001,25365.9408585,459.88235850000046,True,5.94150000000036,18.9533849999998,ltr,23
PRO,1839.7465365,1848.3141795,453.9408585000001,25365.9408585,459.88235850000046,True,5.94150000000036,8.567642999999862,ltr,23
OUT/,1849.7995544999999,1860.488313,453.9408585000001,25365.9408585,459.88235850000046,True,5.94150000000036,10.688758500000176,ltr,23
E.04,1861.973688,1870.743342,453.9408585000001,25365.9408585,459.88235850000046,True,5.94150000000036,8.769653999999946,ltr,23
(VID),1872.228717,1881.4439835,453.9408585000001,25365.9408585,459.88235850000046,True,5.94150000000036,9.215266500000098,ltr,23
RJ45,1894.38,1904.8251570000002,453.9408585000001,25365.9408585,459.88235850000046,True,5.94150000000036,10.445157000000108,ltr,23
LAN,1931.8200000000002,1940.0489775,454.00085850000005,25366.0008585,459.9423585000004,True,5.94150000000036,8.228977499999928,ltr,23
22,1941.5343525,1946.8579365000003,454.00085850000005,25366.0008585,459.9423585000004,True,5.94150000000036,5.32358400000021,ltr,23
(POE+),1948.3433115000003,1961.8721070000001,454.00085850000005,25366.0008585,459.9423585000004,True,5.94150000000036,13.528795499999887,ltr,23
RJ45,1988.94,1999.3851570000002,453.9408585000001,25365.9408585,459.88235850000046,True,5.94150000000036,10.445157000000108,ltr,23
INPUT,2129.76,2141.8568940000005,453.9408585000001,25365.9408585,459.88235850000046,True,5.94150000000036,12.096894000000248,ltr,23
OUTPUT,2181.66,2198.1238965000002,454.00085850000005,25366.0008585,459.9423585000004,True,5.94150000000036,16.463896500000374,ltr,23
NVX-E30,1784.46,1801.4586315000001,464.74085849999983,25376.7408585,470.6823585000002,True,5.94150000000036,16.9986315000001,ltr,23
/,1802.9440065000001,1805.1958350000002,464.74085849999983,25376.7408585,470.6823585000002,True,5.94150000000036,2.2518285000001015,ltr,23
SMALL,1806.68121,1820.6496765,464.74085849999983,25376.7408585,470.6823585000002,True,5.94150000000036,13.968466499999977,ltr,23
TR,1822.1350515000001,1827.4824015000002,464.74085849999983,25376.7408585,470.6823585000002,True,5.94150000000036,5.347350000000006,ltr,23
AM-3200,1828.9677765000001,1847.178474,464.74085849999983,25376.7408585,470.6823585000002,True,5.94150000000036,18.210697499999924,ltr,23
/,1848.663849,1850.9156775000001,464.74085849999983,25376.7408585,470.6823585000002,True,5.94150000000036,2.2518285000001015,ltr,23
E.05,1852.4010525,1861.1707065,464.74085849999983,25376.7408585,470.6823585000002,True,5.94150000000036,8.769653999999946,ltr,23
(VID),1862.6560815,1871.8713480000001,464.74085849999983,25376.7408585,470.6823585000002,True,5.94150000000036,9.215266500000098,ltr,23
RJ45,1894.38,1904.8251570000002,464.74085849999983,25376.7408585,470.6823585000002,True,5.94150000000036,10.445157000000108,ltr,23
LAN,1931.8200000000002,1940.0489775,464.8008584999998,25376.8008585,470.74235850000014,True,5.94150000000036,8.228977499999928,ltr,23
23,1941.5343525,1946.8579365000003,464.8008584999998,25376.8008585,470.74235850000014,True,5.94150000000036,5.32358400000021,ltr,23
(POE+),1948.3433115000003,1961.8721070000001,464.8008584999998,25376.8008585,470.74235850000014,True,5.94150000000036,13.528795499999887,ltr,23
RJ45,1988.94,1999.3851570000002,464.74085849999983,25376.7408585,470.6823585000002,True,5.94150000000036,10.445157000000108,ltr,23
PDX-915R-SP,2167.2,2191.11731064,470.3934946200002,25382.39349462,475.7948746200004,True,5.401380000000245,23.917310640000323,ltr,23
NVX-E30,1779.24,1796.2386315,475.5408585,25387.5408585,481.4823585000004,True,5.94150000000036,16.9986315000001,ltr,23
/,1797.7240065,1799.9758350000002,475.5408585,25387.5408585,481.4823585000004,True,5.94150000000036,2.2518285000001015,ltr,23
LARGE,1801.46121,1815.031596,475.5408585,25387.5408585,481.4823585000004,True,5.94150000000036,13.570386000000099,ltr,23
TR,1816.516971,1821.864321,475.5408585,25387.5408585,481.4823585000004,True,5.94150000000036,5.347350000000006,ltr,23
ROOMKIT,1823.349696,1842.303081,475.5408585,25387.5408585,481.4823585000004,True,5.94150000000036,18.953385000000026,ltr,23
PRO,1843.788456,1852.3560989999999,475.5408585,25387.5408585,481.4823585000004,True,5.94150000000036,8.567642999999862,ltr,23
/,1853.841474,1856.0933025000002,475.5408585,25387.5408585,481.4823585000004,True,5.94150000000036,2.2518285000001015,ltr,23
E.06,1857.5786775,1866.3483315,475.5408585,25387.5408585,481.4823585000004,True,5.94150000000036,8.769654000000173,ltr,23
(VID),1867.8337065,1877.048973,475.5408585,25387.5408585,481.4823585000004,True,5.94150000000036,9.21526649999987,ltr,23
RJ45,1894.38,1904.8251570000002,475.5408585,25387.5408585,481.4823585000004,True,5.94150000000036,10.445157000000108,ltr,23
LAN,1931.8200000000002,1940.0489775,475.60085849999996,25387.6008585,481.5423585000003,True,5.94150000000036,8.228977499999928,ltr,23
24,1941.5343525,1946.8579365000003,475.60085849999996,25387.6008585,481.5423585000003,True,5.94150000000036,5.32358400000021,ltr,23
(POE+),1948.3433115000003,1961.8721070000001,475.60085849999996,25387.6008585,481.5423585000003,True,5.94150000000036,13.528795499999887,ltr,23
RJ45,1988.94,1999.3851570000002,475.5408585,25387.5408585,481.4823585000004,True,5.94150000000036,10.445157000000108,ltr,23
NVX-E30,1784.64,1801.6386315000002,486.34085849999974,25398.3408585,492.2823585000001,True,5.94150000000036,16.9986315000001,ltr,23
/,1803.1240065000002,1805.3758350000003,486.34085849999974,25398.3408585,492.2823585000001,True,5.94150000000036,2.2518285000001015,ltr,23
LARGE,1806.86121,1820.4315960000001,486.34085849999974,25398.3408585,492.2823585000001,True,5.94150000000036,13.570386000000099,ltr,23
TR,1821.916971,1827.264321,486.34085849999974,25398.3408585,492.2823585000001,True,5.94150000000036,5.347350000000006,ltr,23
AM-3200,1828.749696,1846.9603935000002,486.34085849999974,25398.3408585,492.2823585000001,True,5.94150000000036,18.21069750000015,ltr,23
/,1848.4457685,1850.697597,486.34085849999974,25398.3408585,492.2823585000001,True,5.94150000000036,2.2518285000001015,ltr,23
E.07,1852.182972,1860.9526260000002,486.34085849999974,25398.3408585,492.2823585000001,True,5.94150000000036,8.769654000000173,ltr,23
(VID),1862.438001,1871.6532675,486.34085849999974,25398.3408585,492.2823585000001,True,5.94150000000036,9.215266500000098,ltr,23
RJ45,1894.38,1904.8251570000002,486.34085849999974,25398.3408585,492.2823585000001,True,5.94150000000036,10.445157000000108,ltr,23
LAN,1931.8200000000002,1940.0489775,486.4008584999997,25398.4008585,492.34235850000005,True,5.94150000000036,8.228977499999928,ltr,23
25,1941.5343525,1946.8579365000003,486.4008584999997,25398.4008585,492.34235850000005,True,5.94150000000036,5.32358400000021,ltr,23
(POE+),1948.3433115000003,1961.8721070000001,486.4008584999997,25398.4008585,492.34235850000005,True,5.94150000000036,13.528795499999887,ltr,23
RJ45,1988.94,1999.3851570000002,486.34085849999974,25398.3408585,492.2823585000001,True,5.94150000000036,10.445157000000108,ltr,23
NVX-D30,1775.8200000000002,1793.2880100000002,497.1408584999999,25409.1408585,503.0823585000003,True,5.94150000000036,17.46801000000005,ltr,23
/,1794.7733850000002,1797.0252135000003,497.1408584999999,25409.1408585,503.0823585000003,True,5.94150000000036,2.2518285000001015,ltr,23
SMALL,1798.5105885000003,1812.479055,497.1408584999999,25409.1408585,503.0823585000003,True,5.94150000000036,13.96846649999975,ltr,23
TR,1813.9644300000002,1819.3117800000002,497.1408584999999,25409.1408585,503.0823585000003,True,5.94150000000036,5.347350000000006,ltr,23
ROOMKIT,1820.7971550000002,1839.7505400000002,497.1408584999999,25409.1408585,503.0823585000003,True,5.94150000000036,18.953385000000026,ltr,23
PRO,1841.2359150000002,1849.803558,497.1408584999999,25409.1408585,503.0823585000003,True,5.94150000000036,8.567642999999862,ltr,23
IN,1851.2889330000003,1855.3588605,497.1408584999999,25409.1408585,503.0823585000003,True,5.94150000000036,4.0699274999997215,ltr,23
/,1856.8442355000002,1859.0960640000003,497.1408584999999,25409.1408585,503.0823585000003,True,5.94150000000036,2.2518285000001015,ltr,23
D.01,1860.5814390000003,1869.8204715000004,497.1408584999999,25409.1408585,503.0823585000003,True,5.94150000000036,9.239032500000121,ltr,23
(VID),1871.3058465000001,1880.5211130000002,497.1408584999999,25409.1408585,503.0823585000003,True,5.94150000000036,9.215266500000098,ltr,23
RJ45,1894.38,1904.8251570000002,497.1408584999999,25409.1408585,503.0823585000003,True,5.94150000000036,10.445157000000108,ltr,23
LAN,1931.8200000000002,1940.0489775,497.20085849999987,25409.2008585,503.1423585000002,True,5.94150000000036,8.228977499999928,ltr,23
26,1941.5343525,1946.8579365000003,497.20085849999987,25409.2008585,503.1423585000002,True,5.94150000000036,5.32358400000021,ltr,23
(POE+),1948.3433115000003,1961.8721070000001,497.20085849999987,25409.2008585,503.1423585000002,True,5.94150000000036,13.528795499999887,ltr,23
RJ45,1988.94,1999.3851570000002,497.1408584999999,25409.1408585,503.0823585000003,True,5.94150000000036,10.445157000000108,ltr,23
NVX-D30,1776.0,1793.46801,507.9408585000001,25419.9408585,513.8823585000005,True,5.94150000000036,17.46801000000005,ltr,23
/,1794.953385,1797.2052135000001,507.9408585000001,25419.9408585,513.8823585000005,True,5.94150000000036,2.2518285000001015,ltr,23
LARGE,1798.6905885,1812.2609745,507.9408585000001,25419.9408585,513.8823585000005,True,5.94150000000036,13.570385999999871,ltr,23
TR,1813.7463495,1819.0936995,507.9408585000001,25419.9408585,513.8823585000005,True,5.94150000000036,5.347350000000006,ltr,23
ROOMKIT,1820.5790745,1839.5324595,507.9408585000001,25419.9408585,513.8823585000005,True,5.94150000000036,18.953385000000026,ltr,23
PRO,1841.0178345,1849.5854775,507.9408585000001,25419.9408585,513.8823585000005,True,5.94150000000036,8.56764300000009,ltr,23
IN,1851.0708525,1855.14078,507.9408585000001,25419.9408585,513.8823585000005,True,5.94150000000036,4.069927499999949,ltr,23
/,1856.626155,1858.8779835,507.9408585000001,25419.9408585,513.8823585000005,True,5.94150000000036,2.2518285000001015,ltr,23
D.02,1860.3633585,1869.6023910000001,507.9408585000001,25419.9408585,513.8823585000005,True,5.94150000000036,9.239032500000121,ltr,23
(VID),1871.087766,1880.3030325,507.9408585000001,25419.9408585,513.8823585000005,True,5.94150000000036,9.21526649999987,ltr,23
RJ45,1894.38,1904.8251570000002,507.9408585000001,25419.9408585,513.8823585000005,True,5.94150000000036,10.445157000000108,ltr,23
LAN,1931.8200000000002,1940.0489775,508.00085850000005,25420.0008585,513.9423585000004,True,5.94150000000036,8.228977499999928,ltr,23
27,1941.5343525,1946.8579365000003,508.00085850000005,25420.0008585,513.9423585000004,True,5.94150000000036,5.32358400000021,ltr,23
(POE+),1948.3433115000003,1961.8721070000001,508.00085850000005,25420.0008585,513.9423585000004,True,5.94150000000036,13.528795499999887,ltr,23
RJ45,1988.94,1999.3851570000002,507.9408585000001,25419.9408585,513.8823585000005,True,5.94150000000036,10.445157000000108,ltr,23
WALL,596.94,617.80024542,515.8669411800001,25427.86694118,526.66976118,True,10.802819999999883,20.860245419999956,ltr,23
MOUNTED,620.5009504200001,658.18118658,515.8669411800001,25427.86694118,526.66976118,True,10.802819999999883,37.680236159999936,ltr,23
HDMI,660.88189158,680.41339014,515.8669411800001,25427.86694118,526.66976118,True,10.802819999999883,19.531498560000045,ltr,23
USER,683.11409514,702.9804811200001,515.8669411800001,25427.86694118,526.66976118,True,10.802819999999883,19.866385980000132,ltr,23
CONNECTION,705.68118612,754.7692002,515.8669411800001,25427.86694118,526.66976118,True,10.802819999999883,49.088014079999994,ltr,23
(FRONT,757.4699052000001,785.0278990200001,515.8669411800001,25427.86694118,526.66976118,True,10.802819999999883,27.55799381999998,ltr,23
WALL),787.7286040200001,811.0194839400001,515.8669411800001,25427.86694118,526.66976118,True,10.802819999999883,23.290879919999952,ltr,23
NVX-D30,1775.3400000000001,1792.8080100000002,518.7408584999998,25430.7408585,524.6823585000002,True,5.94150000000036,17.46801000000005,ltr,23
/,1794.2933850000002,1796.5452135000003,518.7408584999998,25430.7408585,524.6823585000002,True,5.94150000000036,2.2518285000001015,ltr,23
SMALL,1798.0305885000002,1811.999055,518.7408584999998,25430.7408585,524.6823585000002,True,5.94150000000036,13.96846649999975,ltr,23
TR,1813.4844300000002,1818.8317800000002,518.7408584999998,25430.7408585,524.6823585000002,True,5.94150000000036,5.347350000000006,ltr,23
VW,1820.3171550000002,1826.8112145000002,518.7408584999998,25430.7408585,524.6823585000002,True,5.94150000000036,6.4940595000000485,ltr,23
CONTROLLER,1828.2965895000002,1855.7700855000003,518.7408584999998,25430.7408585,524.6823585000002,True,5.94150000000036,27.47349600000007,ltr,23
/,1857.2554605000003,1859.5072890000004,518.7408584999998,25430.7408585,524.6823585000002,True,5.94150000000036,2.2518285000001015,ltr,23
D.03,1860.992664,1870.2316965000002,518.7408584999998,25430.7408585,524.6823585000002,True,5.94150000000036,9.239032500000121,ltr,23
(VID),1871.7170715000002,1880.932338,518.7408584999998,25430.7408585,524.6823585000002,True,5.94150000000036,9.21526649999987,ltr,23
RJ45,1894.38,1904.8251570000002,518.7408584999998,25430.7408585,524.6823585000002,True,5.94150000000036,10.445157000000108,ltr,23
LAN,1931.8200000000002,1940.0489775,518.8008584999998,25430.8008585,524.7423585000001,True,5.94150000000036,8.228977499999928,ltr,23
28,1941.5343525,1946.8579365000003,518.8008584999998,25430.8008585,524.7423585000001,True,5.94150000000036,5.32358400000021,ltr,23
(POE+),1948.3433115000003,1961.8721070000001,518.8008584999998,25430.8008585,524.7423585000001,True,5.94150000000036,13.528795499999887,ltr,23
RJ45,1988.94,1999.3851570000002,518.7408584999998,25430.7408585,524.6823585000002,True,5.94150000000036,10.445157000000108,ltr,23
SMALL,600.7800000000002,619.8280371000002,529.9102179000001,25441.9102179,538.0123179000002,True,8.102100000000064,19.048037099999988,ltr,23
TRAINING,621.8535621000002,648.2096934000002,529.9102179000001,25441.9102179,538.0123179000002,True,8.102100000000064,26.356131300000015,ltr,23
AREA,650.2352184000002,665.2160013000001,529.9102179000001,25441.9102179,538.0123179000002,True,8.102100000000064,14.980782899999895,ltr,23
(14.089),667.2415263000003,690.3325113000002,529.9102179000001,25441.9102179,538.0123179000002,True,8.102100000000064,23.090984999999932,ltr,23
NVX-D30,1775.52,1792.98801,529.5408585,25441.5408585,535.4823585000004,True,5.94150000000036,17.46801000000005,ltr,23
/,1794.473385,1796.7252135,529.5408585,25441.5408585,535.4823585000004,True,5.94150000000036,2.2518285000001015,ltr,23
LARGE,1798.2105885,1811.7809745,529.5408585,25441.5408585,535.4823585000004,True,5.94150000000036,13.570385999999871,ltr,23
TR,1813.2663495,1818.6136995,529.5408585,25441.5408585,535.4823585000004,True,5.94150000000036,5.347350000000006,ltr,23
VW,1820.0990745,1826.5931340000002,529.5408585,25441.5408585,535.4823585000004,True,5.94150000000036,6.494059500000276,ltr,23
CONTROLLER,1828.078509,1855.552005,529.5408585,25441.5408585,535.4823585000004,True,5.94150000000036,27.47349600000007,ltr,23
/,1857.03738,1859.2892085,529.5408585,25441.5408585,535.4823585000004,True,5.94150000000036,2.2518285000001015,ltr,23
D.04,1860.7745835,1870.0136160000002,529.5408585,25441.5408585,535.4823585000004,True,5.94150000000036,9.239032500000121,ltr,23
(VID),1871.498991,1880.7142575,529.5408585,25441.5408585,535.4823585000004,True,5.94150000000036,9.215266500000098,ltr,23
RJ45,1894.38,1904.8251570000002,529.5408585,25441.5408585,535.4823585000004,True,5.94150000000036,10.445157000000108,ltr,23
LAN,1931.8200000000002,1940.0489775,529.6008585,25441.6008585,535.5423585000003,True,5.94150000000036,8.228977499999928,ltr,23
29,1941.5343525,1946.8579365000003,529.6008585,25441.6008585,535.5423585000003,True,5.94150000000036,5.32358400000021,ltr,23
(POE+),1948.3433115000003,1961.8721070000001,529.6008585,25441.6008585,535.5423585000003,True,5.94150000000036,13.528795499999887,ltr,23
RJ45,1988.94,1999.3851570000002,529.5408585,25441.5408585,535.4823585000004,True,5.94150000000036,10.445157000000108,ltr,23
NVX-D30,1775.52,1792.98801,540.3408585000002,25452.3408585,546.2823585000001,True,5.941499999999905,17.46801000000005,ltr,23
/,1794.473385,1796.7252135,540.3408585000002,25452.3408585,546.2823585000001,True,5.941499999999905,2.2518285000001015,ltr,23
LARGE,1798.2105885,1811.7809745,540.3408585000002,25452.3408585,546.2823585000001,True,5.941499999999905,13.570385999999871,ltr,23
TR,1813.2663495,1818.6136995,540.3408585000002,25452.3408585,546.2823585000001,True,5.941499999999905,5.347350000000006,ltr,23
VW,1820.0990745,1826.5931340000002,540.3408585000002,25452.3408585,546.2823585000001,True,5.941499999999905,6.494059500000276,ltr,23
CONTROLLER,1828.078509,1855.552005,540.3408585000002,25452.3408585,546.2823585000001,True,5.941499999999905,27.47349600000007,ltr,23
/,1857.03738,1859.2892085,540.3408585000002,25452.3408585,546.2823585000001,True,5.941499999999905,2.2518285000001015,ltr,23
D.05,1860.7745835,1870.0136160000002,540.3408585000002,25452.3408585,546.2823585000001,True,5.941499999999905,9.239032500000121,ltr,23
(VID),1871.498991,1880.7142575,540.3408585000002,25452.3408585,546.2823585000001,True,5.941499999999905,9.215266500000098,ltr,23
RJ45,1894.38,1904.8251570000002,540.3408585000002,25452.3408585,546.2823585000001,True,5.941499999999905,10.445157000000108,ltr,23
LAN,1931.8200000000002,1940.0489775,540.4008585000001,25452.4008585,546.3423585,True,5.941499999999905,8.228977499999928,ltr,23
30,1941.5343525,1946.8579365000003,540.4008585000001,25452.4008585,546.3423585,True,5.941499999999905,5.32358400000021,ltr,23
(POE+),1948.3433115000003,1961.8721070000001,540.4008585000001,25452.4008585,546.3423585,True,5.941499999999905,13.528795499999887,ltr,23
RJ45,1988.94,1999.3851570000002,540.3408585000002,25452.3408585,546.2823585000001,True,5.941499999999905,10.445157000000108,ltr,23
CAT6,1213.02,1222.85591298,548.39349462,25460.39349462,553.79487462,True,5.401380000000017,9.835912980000103,ltr,23
CRESTRON,1249.38,1271.7259815,551.1408585000001,25463.1408585,557.0823585,True,5.941499999999905,22.34598149999988,ltr,23
USB-EXT,1273.2113565000002,1290.1565145000002,551.1408585000001,25463.1408585,557.0823585,True,5.941499999999905,16.945157999999992,ltr,23
2,1291.6418895000002,1294.3036815000003,551.1408585000001,25463.1408585,557.0823585,True,5.941499999999905,2.661792000000105,ltr,23
LOCAL,1295.7890565,1309.2524955000001,551.1408585000001,25463.1408585,557.0823585,True,5.941499999999905,13.463439000000108,ltr,23
#1,1310.7378705,1316.0614545000003,551.1408585000001,25463.1408585,557.0823585,True,5.941499999999905,5.32358400000021,ltr,23
RJ45,1894.38,1904.8251570000002,551.1408585000001,25463.1408585,557.0823585,True,5.941499999999905,10.445157000000108,ltr,23
LAN,1931.8200000000002,1940.0489775,551.2008585000001,25463.2008585,557.1423585,True,5.941499999999905,8.228977499999928,ltr,23
31,1941.5343525,1946.8579365000003,551.2008585000001,25463.2008585,557.1423585,True,5.941499999999905,5.32358400000021,ltr,23
(POE+),1948.3433115000003,1961.8721070000001,551.2008585000001,25463.2008585,557.1423585,True,5.941499999999905,13.528795499999887,ltr,23
RJ45,1988.94,1999.3851570000002,551.1408585000001,25463.1408585,557.0823585,True,5.941499999999905,10.445157000000108,ltr,23
RJ45,1894.38,1904.8251570000002,561.9408585000001,25473.9408585,567.8823585,True,5.941499999999905,10.445157000000108,ltr,23
LAN,1931.8200000000002,1940.0489775,562.0008585,25474.0008585,567.9423585,True,5.941499999999905,8.228977499999928,ltr,23
32,1941.5343525,1946.8579365000003,562.0008585,25474.0008585,567.9423585,True,5.941499999999905,5.32358400000021,ltr,23
(POE+),1948.3433115000003,1961.8721070000001,562.0008585,25474.0008585,567.9423585,True,5.941499999999905,13.528795499999887,ltr,23
RJ45,1988.94,1999.3851570000002,561.9408585000001,25473.9408585,567.8823585,True,5.941499999999905,10.445157000000108,ltr,23
HOSPITALITY,2034.1200000000001,2060.1259455,561.9408585000001,25473.9408585,567.8823585,True,5.941499999999905,26.005945499999825,ltr,23
TSW-1070,2061.6113205,2082.305565,561.9408585000001,25473.9408585,567.8823585,True,5.941499999999905,20.694244499999968,ltr,23
(CTRL),2083.7909400000003,2097.0464265,561.9408585000001,25473.9408585,567.8823585,True,5.941499999999905,13.255486499999733,ltr,23
WALL,980.1600000000003,995.8051551000003,568.9702179000001,25480.9702179,577.0723179000001,True,8.102100000000064,15.64515510000001,ltr,23
MOUNT,997.8306801000003,1018.6449750000004,568.9702179000001,25480.9702179,577.0723179000001,True,8.102100000000064,20.81429490000005,ltr,23
STD,1020.6705000000003,1031.7136623000004,568.9702179000001,25480.9702179,577.0723179000001,True,8.102100000000064,11.043162300000063,ltr,23
OUTLET,1033.7391873000004,1055.2502628000004,568.9702179000001,25480.9702179,577.0723179000001,True,8.102100000000064,21.51107550000006,ltr,23
HEIGHT,1057.2757878000002,1077.7254882000004,568.9702179000001,25480.9702179,577.0723179000001,True,8.102100000000064,20.44970040000021,ltr,23
RJ45,1894.38,1904.8251570000002,572.7408585000001,25484.7408585,578.6823585,True,5.941499999999905,10.445157000000108,ltr,23
LAN,1931.8200000000002,1940.0489775,572.8008585000002,25484.8008585,578.7423585000001,True,5.941499999999905,8.228977499999928,ltr,23
33,1941.5343525,1946.8579365000003,572.8008585000002,25484.8008585,578.7423585000001,True,5.941499999999905,5.32358400000021,ltr,23
(POE+),1948.3433115000003,1961.8721070000001,572.8008585000002,25484.8008585,578.7423585000001,True,5.941499999999905,13.528795499999887,ltr,23
RJ45,1988.94,1999.3851570000002,572.7408585000001,25484.7408585,578.6823585,True,5.941499999999905,10.445157000000108,ltr,23
